"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"129",-1.54e-265,-1.5e-265,-1.51e-265,-1.54e-265,-1.5e-265,-1.51e-265,-1.54e-265,-1.54e-265,-1.51e-265,-1.54e-265,-1.54e-265,-1.5e-265
"130",-4.18e-265,-4.06e-265,-4.08e-265,-4.19e-265,-4.06e-265,-4.08e-265,-4.19e-265,-4.18e-265,-4.08e-265,-4.19e-265,-4.18e-265,-4.06e-265
"131",-1.14e-264,-1.11e-264,-1.11e-264,-1.14e-264,-1.11e-264,-1.11e-264,-1.14e-264,-1.14e-264,-1.11e-264,-1.14e-264,-1.14e-264,-1.11e-264
"132",-3.09e-264,-3.01e-264,-3e-264,-3.09e-264,-3.01e-264,-3e-264,-3.09e-264,-3.09e-264,-3e-264,-3.09e-264,-3.09e-264,-3.01e-264
"133",-8.49e-264,-8.29e-264,-8.28e-264,-8.51e-264,-8.29e-264,-8.28e-264,-8.51e-264,-8.49e-264,-8.28e-264,-8.51e-264,-8.49e-264,-8.29e-264
"134",-2.3e-263,-2.25e-263,-2.24e-263,-2.31e-263,-2.25e-263,-2.24e-263,-2.31e-263,-2.3e-263,-2.24e-263,-2.31e-263,-2.3e-263,-2.25e-263
"135",-6.23e-263,-6.08e-263,-6.05e-263,-6.24e-263,-6.08e-263,-6.05e-263,-6.24e-263,-6.23e-263,-6.05e-263,-6.24e-263,-6.23e-263,-6.08e-263
"136",-1.69e-262,-1.64e-262,-1.64e-262,-1.69e-262,-1.64e-262,-1.64e-262,-1.69e-262,-1.69e-262,-1.64e-262,-1.69e-262,-1.69e-262,-1.64e-262
"137",-4.59e-262,-4.48e-262,-4.47e-262,-4.6e-262,-4.48e-262,-4.47e-262,-4.6e-262,-4.59e-262,-4.47e-262,-4.6e-262,-4.59e-262,-4.48e-262
"138",-1.25e-261,-1.21e-261,-1.21e-261,-1.24e-261,-1.21e-261,-1.21e-261,-1.24e-261,-1.25e-261,-1.21e-261,-1.24e-261,-1.25e-261,-1.21e-261
"139",-3.39e-261,-3.31e-261,-3.29e-261,-3.38e-261,-3.31e-261,-3.29e-261,-3.38e-261,-3.39e-261,-3.29e-261,-3.38e-261,-3.39e-261,-3.31e-261
"140",-9.25e-261,-9.03e-261,-9.05e-261,-9.24e-261,-9.03e-261,-9.05e-261,-9.24e-261,-9.25e-261,-9.05e-261,-9.24e-261,-9.25e-261,-9.03e-261
"141",-2.5e-260,-2.43e-260,-2.44e-260,-2.51e-260,-2.43e-260,-2.44e-260,-2.51e-260,-2.5e-260,-2.44e-260,-2.51e-260,-2.5e-260,-2.43e-260
"142",-6.8e-260,-6.63e-260,-6.62e-260,-6.84e-260,-6.63e-260,-6.62e-260,-6.84e-260,-6.8e-260,-6.62e-260,-6.84e-260,-6.8e-260,-6.63e-260
"143",-1.85e-259,-1.8e-259,-1.81e-259,-1.86e-259,-1.8e-259,-1.81e-259,-1.86e-259,-1.85e-259,-1.81e-259,-1.86e-259,-1.85e-259,-1.8e-259
"144",-5.03e-259,-4.9e-259,-4.91e-259,-5.02e-259,-4.9e-259,-4.91e-259,-5.02e-259,-5.03e-259,-4.91e-259,-5.02e-259,-5.03e-259,-4.9e-259
"145",-1.36e-258,-1.33e-258,-1.33e-258,-1.36e-258,-1.33e-258,-1.33e-258,-1.36e-258,-1.36e-258,-1.33e-258,-1.36e-258,-1.36e-258,-1.33e-258
"146",-3.72e-258,-3.64e-258,-3.63e-258,-3.73e-258,-3.64e-258,-3.63e-258,-3.73e-258,-3.72e-258,-3.63e-258,-3.73e-258,-3.72e-258,-3.64e-258
"147",-1.01e-257,-9.89e-258,-9.85e-258,-1.01e-257,-9.89e-258,-9.85e-258,-1.01e-257,-1.01e-257,-9.85e-258,-1.01e-257,-1.01e-257,-9.89e-258
"148",-2.75e-257,-2.68e-257,-2.68e-257,-2.75e-257,-2.68e-257,-2.68e-257,-2.75e-257,-2.75e-257,-2.68e-257,-2.75e-257,-2.75e-257,-2.68e-257
"149",-7.48e-257,-7.28e-257,-7.29e-257,-7.5e-257,-7.28e-257,-7.29e-257,-7.5e-257,-7.48e-257,-7.29e-257,-7.5e-257,-7.48e-257,-7.28e-257
"150",-2.03e-256,-1.98e-256,-1.97e-256,-2.03e-256,-1.98e-256,-1.97e-256,-2.03e-256,-2.03e-256,-1.97e-256,-2.03e-256,-2.03e-256,-1.98e-256
"151",-5.51e-256,-5.35e-256,-5.36e-256,-5.5e-256,-5.35e-256,-5.36e-256,-5.5e-256,-5.51e-256,-5.36e-256,-5.5e-256,-5.51e-256,-5.35e-256
"152",-1.51e-255,-1.47e-255,-1.47e-255,-1.51e-255,-1.47e-255,-1.47e-255,-1.51e-255,-1.51e-255,-1.47e-255,-1.51e-255,-1.51e-255,-1.47e-255
"153",-4.08e-255,-3.98e-255,-3.98e-255,-4.07e-255,-3.98e-255,-3.98e-255,-4.07e-255,-4.08e-255,-3.98e-255,-4.07e-255,-4.08e-255,-3.98e-255
"154",-1.11e-254,-1.08e-254,-1.08e-254,-1.11e-254,-1.08e-254,-1.08e-254,-1.11e-254,-1.11e-254,-1.08e-254,-1.11e-254,-1.11e-254,-1.08e-254
"155",-3.02e-254,-2.93e-254,-2.95e-254,-3.02e-254,-2.93e-254,-2.95e-254,-3.02e-254,-3.02e-254,-2.95e-254,-3.02e-254,-3.02e-254,-2.93e-254
"156",-8.19e-254,-7.95e-254,-7.96e-254,-8.2e-254,-7.95e-254,-7.96e-254,-8.2e-254,-8.19e-254,-7.96e-254,-8.2e-254,-8.19e-254,-7.95e-254
"157",-2.22e-253,-2.18e-253,-2.19e-253,-2.23e-253,-2.18e-253,-2.19e-253,-2.23e-253,-2.22e-253,-2.19e-253,-2.23e-253,-2.22e-253,-2.18e-253
"158",-6.07e-253,-5.91e-253,-5.96e-253,-6.11e-253,-5.91e-253,-5.96e-253,-6.11e-253,-6.07e-253,-5.96e-253,-6.11e-253,-6.07e-253,-5.91e-253
"159",-1.64e-252,-1.61e-252,-1.6e-252,-1.65e-252,-1.61e-252,-1.6e-252,-1.65e-252,-1.64e-252,-1.6e-252,-1.65e-252,-1.64e-252,-1.61e-252
"160",-4.46e-252,-4.35e-252,-4.35e-252,-4.47e-252,-4.35e-252,-4.35e-252,-4.47e-252,-4.46e-252,-4.35e-252,-4.47e-252,-4.46e-252,-4.35e-252
"161",-1.22e-251,-1.18e-251,-1.18e-251,-1.22e-251,-1.18e-251,-1.18e-251,-1.22e-251,-1.22e-251,-1.18e-251,-1.22e-251,-1.22e-251,-1.18e-251
"162",-3.3e-251,-3.21e-251,-3.21e-251,-3.31e-251,-3.21e-251,-3.21e-251,-3.31e-251,-3.3e-251,-3.21e-251,-3.31e-251,-3.3e-251,-3.21e-251
"163",-8.96e-251,-8.74e-251,-8.74e-251,-9e-251,-8.74e-251,-8.74e-251,-9e-251,-8.96e-251,-8.74e-251,-9e-251,-8.96e-251,-8.74e-251
"164",-2.45e-250,-2.39e-250,-2.39e-250,-2.46e-250,-2.39e-250,-2.39e-250,-2.46e-250,-2.45e-250,-2.39e-250,-2.46e-250,-2.45e-250,-2.39e-250
"165",-6.64e-250,-6.46e-250,-6.47e-250,-6.65e-250,-6.46e-250,-6.47e-250,-6.65e-250,-6.64e-250,-6.47e-250,-6.65e-250,-6.64e-250,-6.46e-250
"166",-1.8e-249,-1.75e-249,-1.76e-249,-1.81e-249,-1.75e-249,-1.76e-249,-1.81e-249,-1.8e-249,-1.76e-249,-1.81e-249,-1.8e-249,-1.75e-249
"167",-4.9e-249,-4.78e-249,-4.78e-249,-4.92e-249,-4.78e-249,-4.78e-249,-4.92e-249,-4.9e-249,-4.78e-249,-4.92e-249,-4.9e-249,-4.78e-249
"168",-1.33e-248,-1.3e-248,-1.3e-248,-1.33e-248,-1.3e-248,-1.3e-248,-1.33e-248,-1.33e-248,-1.3e-248,-1.33e-248,-1.33e-248,-1.3e-248
"169",-3.62e-248,-3.54e-248,-3.52e-248,-3.63e-248,-3.54e-248,-3.52e-248,-3.63e-248,-3.62e-248,-3.52e-248,-3.63e-248,-3.62e-248,-3.54e-248
"170",-9.88e-248,-9.68e-248,-9.6e-248,-9.88e-248,-9.68e-248,-9.6e-248,-9.88e-248,-9.88e-248,-9.6e-248,-9.88e-248,-9.88e-248,-9.68e-248
"171",-2.68e-247,-2.62e-247,-2.6e-247,-2.67e-247,-2.62e-247,-2.6e-247,-2.67e-247,-2.68e-247,-2.6e-247,-2.67e-247,-2.68e-247,-2.62e-247
"172",-7.27e-247,-7.11e-247,-7.08e-247,-7.27e-247,-7.11e-247,-7.08e-247,-7.27e-247,-7.27e-247,-7.08e-247,-7.27e-247,-7.27e-247,-7.11e-247
"173",-1.98e-246,-1.93e-246,-1.92e-246,-1.97e-246,-1.93e-246,-1.92e-246,-1.97e-246,-1.98e-246,-1.92e-246,-1.97e-246,-1.98e-246,-1.93e-246
"174",-5.37e-246,-5.24e-246,-5.25e-246,-5.35e-246,-5.24e-246,-5.25e-246,-5.35e-246,-5.37e-246,-5.25e-246,-5.35e-246,-5.37e-246,-5.24e-246
"175",-1.46e-245,-1.43e-245,-1.42e-245,-1.46e-245,-1.43e-245,-1.42e-245,-1.46e-245,-1.46e-245,-1.42e-245,-1.46e-245,-1.46e-245,-1.43e-245
"176",-3.98e-245,-3.87e-245,-3.89e-245,-4.01e-245,-3.87e-245,-3.89e-245,-4.01e-245,-3.98e-245,-3.89e-245,-4.01e-245,-3.98e-245,-3.87e-245
"177",-1.08e-244,-1.05e-244,-1.05e-244,-1.08e-244,-1.05e-244,-1.05e-244,-1.08e-244,-1.08e-244,-1.05e-244,-1.08e-244,-1.08e-244,-1.05e-244
"178",-2.94e-244,-2.86e-244,-2.86e-244,-2.94e-244,-2.86e-244,-2.86e-244,-2.94e-244,-2.94e-244,-2.86e-244,-2.94e-244,-2.94e-244,-2.86e-244
"179",-7.93e-244,-7.75e-244,-7.73e-244,-7.97e-244,-7.75e-244,-7.73e-244,-7.97e-244,-7.93e-244,-7.73e-244,-7.97e-244,-7.93e-244,-7.75e-244
"180",-2.16e-243,-2.11e-243,-2.11e-243,-2.17e-243,-2.11e-243,-2.11e-243,-2.17e-243,-2.16e-243,-2.11e-243,-2.17e-243,-2.16e-243,-2.11e-243
"181",-5.87e-243,-5.71e-243,-5.73e-243,-5.86e-243,-5.71e-243,-5.73e-243,-5.86e-243,-5.87e-243,-5.73e-243,-5.86e-243,-5.87e-243,-5.71e-243
"182",-1.6e-242,-1.56e-242,-1.57e-242,-1.6e-242,-1.56e-242,-1.57e-242,-1.6e-242,-1.6e-242,-1.57e-242,-1.6e-242,-1.6e-242,-1.56e-242
"183",-4.36e-242,-4.25e-242,-4.23e-242,-4.34e-242,-4.25e-242,-4.23e-242,-4.34e-242,-4.36e-242,-4.23e-242,-4.34e-242,-4.36e-242,-4.25e-242
"184",-1.18e-241,-1.15e-241,-1.15e-241,-1.18e-241,-1.15e-241,-1.15e-241,-1.18e-241,-1.18e-241,-1.15e-241,-1.18e-241,-1.18e-241,-1.15e-241
"185",-3.21e-241,-3.13e-241,-3.13e-241,-3.22e-241,-3.13e-241,-3.13e-241,-3.22e-241,-3.21e-241,-3.13e-241,-3.22e-241,-3.21e-241,-3.13e-241
"186",-8.7e-241,-8.53e-241,-8.5e-241,-8.71e-241,-8.53e-241,-8.5e-241,-8.71e-241,-8.7e-241,-8.5e-241,-8.71e-241,-8.7e-241,-8.53e-241
"187",-2.37e-240,-2.32e-240,-2.32e-240,-2.37e-240,-2.32e-240,-2.32e-240,-2.37e-240,-2.37e-240,-2.32e-240,-2.37e-240,-2.37e-240,-2.32e-240
"188",-6.49e-240,-6.32e-240,-6.32e-240,-6.45e-240,-6.32e-240,-6.32e-240,-6.45e-240,-6.49e-240,-6.32e-240,-6.45e-240,-6.49e-240,-6.32e-240
"189",-1.76e-239,-1.71e-239,-1.71e-239,-1.76e-239,-1.71e-239,-1.71e-239,-1.76e-239,-1.76e-239,-1.71e-239,-1.76e-239,-1.76e-239,-1.71e-239
"190",-4.78e-239,-4.66e-239,-4.65e-239,-4.8e-239,-4.66e-239,-4.65e-239,-4.8e-239,-4.78e-239,-4.65e-239,-4.8e-239,-4.78e-239,-4.66e-239
"191",-1.3e-238,-1.26e-238,-1.26e-238,-1.3e-238,-1.26e-238,-1.26e-238,-1.3e-238,-1.3e-238,-1.26e-238,-1.3e-238,-1.3e-238,-1.26e-238
"192",-3.53e-238,-3.44e-238,-3.43e-238,-3.55e-238,-3.44e-238,-3.43e-238,-3.55e-238,-3.53e-238,-3.43e-238,-3.55e-238,-3.53e-238,-3.44e-238
"193",-9.59e-238,-9.36e-238,-9.33e-238,-9.63e-238,-9.36e-238,-9.33e-238,-9.63e-238,-9.59e-238,-9.33e-238,-9.63e-238,-9.59e-238,-9.36e-238
"194",-2.62e-237,-2.57e-237,-2.56e-237,-2.63e-237,-2.57e-237,-2.56e-237,-2.63e-237,-2.62e-237,-2.56e-237,-2.63e-237,-2.62e-237,-2.57e-237
"195",-7.09e-237,-6.92e-237,-6.92e-237,-7.1e-237,-6.92e-237,-6.92e-237,-7.1e-237,-7.09e-237,-6.92e-237,-7.1e-237,-7.09e-237,-6.92e-237
"196",-1.92e-236,-1.87e-236,-1.88e-236,-1.93e-236,-1.87e-236,-1.88e-236,-1.93e-236,-1.92e-236,-1.88e-236,-1.93e-236,-1.92e-236,-1.87e-236
"197",-5.22e-236,-5.08e-236,-5.1e-236,-5.24e-236,-5.08e-236,-5.1e-236,-5.24e-236,-5.22e-236,-5.1e-236,-5.24e-236,-5.22e-236,-5.08e-236
"198",-1.42e-235,-1.38e-235,-1.38e-235,-1.42e-235,-1.38e-235,-1.38e-235,-1.42e-235,-1.42e-235,-1.38e-235,-1.42e-235,-1.42e-235,-1.38e-235
"199",-3.86e-235,-3.76e-235,-3.78e-235,-3.86e-235,-3.76e-235,-3.78e-235,-3.86e-235,-3.86e-235,-3.78e-235,-3.86e-235,-3.86e-235,-3.76e-235
"200",-1.05e-234,-1.03e-234,-1.03e-234,-1.05e-234,-1.03e-234,-1.03e-234,-1.05e-234,-1.05e-234,-1.03e-234,-1.05e-234,-1.05e-234,-1.03e-234
"201",-2.86e-234,-2.79e-234,-2.78e-234,-2.88e-234,-2.79e-234,-2.78e-234,-2.88e-234,-2.86e-234,-2.78e-234,-2.88e-234,-2.86e-234,-2.79e-234
"202",-7.78e-234,-7.56e-234,-7.54e-234,-7.81e-234,-7.56e-234,-7.54e-234,-7.81e-234,-7.78e-234,-7.54e-234,-7.81e-234,-7.78e-234,-7.56e-234
"203",-2.11e-233,-2.05e-233,-2.05e-233,-2.11e-233,-2.05e-233,-2.05e-233,-2.11e-233,-2.11e-233,-2.05e-233,-2.11e-233,-2.11e-233,-2.05e-233
"204",-5.72e-233,-5.58e-233,-5.58e-233,-5.74e-233,-5.58e-233,-5.58e-233,-5.74e-233,-5.72e-233,-5.58e-233,-5.74e-233,-5.72e-233,-5.58e-233
"205",-1.56e-232,-1.51e-232,-1.51e-232,-1.56e-232,-1.51e-232,-1.51e-232,-1.56e-232,-1.56e-232,-1.51e-232,-1.56e-232,-1.56e-232,-1.51e-232
"206",-4.22e-232,-4.1e-232,-4.11e-232,-4.23e-232,-4.1e-232,-4.11e-232,-4.23e-232,-4.22e-232,-4.11e-232,-4.23e-232,-4.22e-232,-4.1e-232
"207",-1.15e-231,-1.12e-231,-1.12e-231,-1.15e-231,-1.12e-231,-1.12e-231,-1.15e-231,-1.15e-231,-1.12e-231,-1.15e-231,-1.15e-231,-1.12e-231
"208",-3.13e-231,-3.06e-231,-3.06e-231,-3.12e-231,-3.06e-231,-3.06e-231,-3.12e-231,-3.13e-231,-3.06e-231,-3.12e-231,-3.13e-231,-3.06e-231
"209",-8.51e-231,-8.29e-231,-8.34e-231,-8.52e-231,-8.29e-231,-8.34e-231,-8.52e-231,-8.51e-231,-8.34e-231,-8.52e-231,-8.51e-231,-8.29e-231
"210",-2.31e-230,-2.25e-230,-2.25e-230,-2.31e-230,-2.25e-230,-2.25e-230,-2.31e-230,-2.31e-230,-2.25e-230,-2.31e-230,-2.31e-230,-2.25e-230
"211",-6.29e-230,-6.13e-230,-6.15e-230,-6.28e-230,-6.13e-230,-6.15e-230,-6.28e-230,-6.29e-230,-6.15e-230,-6.28e-230,-6.29e-230,-6.13e-230
"212",-1.71e-229,-1.67e-229,-1.67e-229,-1.71e-229,-1.67e-229,-1.67e-229,-1.71e-229,-1.71e-229,-1.67e-229,-1.71e-229,-1.71e-229,-1.67e-229
"213",-4.64e-229,-4.52e-229,-4.51e-229,-4.64e-229,-4.52e-229,-4.51e-229,-4.64e-229,-4.64e-229,-4.51e-229,-4.64e-229,-4.64e-229,-4.52e-229
"214",-1.27e-228,-1.23e-228,-1.22e-228,-1.26e-228,-1.23e-228,-1.22e-228,-1.26e-228,-1.27e-228,-1.22e-228,-1.26e-228,-1.27e-228,-1.23e-228
"215",-3.43e-228,-3.34e-228,-3.34e-228,-3.44e-228,-3.34e-228,-3.34e-228,-3.44e-228,-3.43e-228,-3.34e-228,-3.44e-228,-3.43e-228,-3.34e-228
"216",-9.34e-228,-9.13e-228,-9.22e-228,-9.31e-228,-9.13e-228,-9.22e-228,-9.31e-228,-9.34e-228,-9.22e-228,-9.31e-228,-9.34e-228,-9.13e-228
"217",-2.53e-227,-2.47e-227,-2.49e-227,-2.52e-227,-2.47e-227,-2.49e-227,-2.52e-227,-2.53e-227,-2.49e-227,-2.52e-227,-2.53e-227,-2.47e-227
"218",-6.88e-227,-6.72e-227,-6.75e-227,-6.89e-227,-6.72e-227,-6.75e-227,-6.89e-227,-6.88e-227,-6.75e-227,-6.89e-227,-6.88e-227,-6.72e-227
"219",-1.87e-226,-1.83e-226,-1.82e-226,-1.87e-226,-1.83e-226,-1.82e-226,-1.87e-226,-1.87e-226,-1.82e-226,-1.87e-226,-1.87e-226,-1.83e-226
"220",-5.07e-226,-4.96e-226,-4.95e-226,-5.1e-226,-4.96e-226,-4.95e-226,-5.1e-226,-5.07e-226,-4.95e-226,-5.1e-226,-5.07e-226,-4.96e-226
"221",-1.38e-225,-1.35e-225,-1.35e-225,-1.39e-225,-1.35e-225,-1.35e-225,-1.39e-225,-1.38e-225,-1.35e-225,-1.39e-225,-1.38e-225,-1.35e-225
"222",-3.77e-225,-3.67e-225,-3.66e-225,-3.76e-225,-3.67e-225,-3.66e-225,-3.76e-225,-3.77e-225,-3.66e-225,-3.76e-225,-3.77e-225,-3.67e-225
"223",-1.03e-224,-1e-224,-9.98e-225,-1.03e-224,-1e-224,-9.98e-225,-1.03e-224,-1.03e-224,-9.98e-225,-1.03e-224,-1.03e-224,-1e-224
"224",-2.79e-224,-2.71e-224,-2.71e-224,-2.79e-224,-2.71e-224,-2.71e-224,-2.79e-224,-2.79e-224,-2.71e-224,-2.79e-224,-2.79e-224,-2.71e-224
"225",-7.58e-224,-7.32e-224,-7.37e-224,-7.59e-224,-7.32e-224,-7.37e-224,-7.59e-224,-7.58e-224,-7.37e-224,-7.59e-224,-7.58e-224,-7.32e-224
"226",-2.06e-223,-2e-223,-2e-223,-2.06e-223,-2e-223,-2e-223,-2.06e-223,-2.06e-223,-2e-223,-2.06e-223,-2.06e-223,-2e-223
"227",-5.6e-223,-5.47e-223,-5.44e-223,-5.6e-223,-5.47e-223,-5.44e-223,-5.6e-223,-5.6e-223,-5.44e-223,-5.6e-223,-5.6e-223,-5.47e-223
"228",-1.52e-222,-1.48e-222,-1.48e-222,-1.52e-222,-1.48e-222,-1.48e-222,-1.52e-222,-1.52e-222,-1.48e-222,-1.52e-222,-1.52e-222,-1.48e-222
"229",-4.12e-222,-4.01e-222,-4.03e-222,-4.15e-222,-4.01e-222,-4.03e-222,-4.15e-222,-4.12e-222,-4.03e-222,-4.15e-222,-4.12e-222,-4.01e-222
"230",-1.12e-221,-1.1e-221,-1.1e-221,-1.13e-221,-1.1e-221,-1.1e-221,-1.13e-221,-1.12e-221,-1.1e-221,-1.13e-221,-1.12e-221,-1.1e-221
"231",-3.06e-221,-2.97e-221,-2.97e-221,-3.07e-221,-2.97e-221,-2.97e-221,-3.07e-221,-3.06e-221,-2.97e-221,-3.07e-221,-3.06e-221,-2.97e-221
"232",-8.29e-221,-8.05e-221,-8.09e-221,-8.31e-221,-8.05e-221,-8.09e-221,-8.31e-221,-8.29e-221,-8.09e-221,-8.31e-221,-8.29e-221,-8.05e-221
"233",-2.26e-220,-2.2e-220,-2.2e-220,-2.25e-220,-2.2e-220,-2.2e-220,-2.25e-220,-2.26e-220,-2.2e-220,-2.25e-220,-2.26e-220,-2.2e-220
"234",-6.11e-220,-5.99e-220,-6.15e-220,-6.13e-220,-5.99e-220,-6.15e-220,-6.13e-220,-6.11e-220,-6.15e-220,-6.13e-220,-6.11e-220,-5.99e-220
"235",-1.67e-219,-1.63e-219,-1.64e-219,-1.66e-219,-1.63e-219,-1.64e-219,-1.66e-219,-1.67e-219,-1.64e-219,-1.66e-219,-1.67e-219,-1.63e-219
"236",-4.53e-219,-4.43e-219,-4.43e-219,-4.53e-219,-4.43e-219,-4.43e-219,-4.53e-219,-4.53e-219,-4.43e-219,-4.53e-219,-4.53e-219,-4.43e-219
"237",-1.23e-218,-1.2e-218,-1.2e-218,-1.23e-218,-1.2e-218,-1.2e-218,-1.23e-218,-1.23e-218,-1.2e-218,-1.23e-218,-1.23e-218,-1.2e-218
"238",-3.36e-218,-3.27e-218,-3.26e-218,-3.35e-218,-3.27e-218,-3.26e-218,-3.35e-218,-3.36e-218,-3.26e-218,-3.35e-218,-3.36e-218,-3.27e-218
"239",-9.1e-218,-8.85e-218,-8.87e-218,-9.06e-218,-8.85e-218,-8.87e-218,-9.06e-218,-9.1e-218,-8.87e-218,-9.06e-218,-9.1e-218,-8.85e-218
"240",-2.48e-217,-2.41e-217,-2.4e-217,-2.48e-217,-2.41e-217,-2.4e-217,-2.48e-217,-2.48e-217,-2.4e-217,-2.48e-217,-2.48e-217,-2.41e-217
"241",-6.72e-217,-6.55e-217,-6.57e-217,-6.7e-217,-6.55e-217,-6.57e-217,-6.7e-217,-6.72e-217,-6.57e-217,-6.7e-217,-6.72e-217,-6.55e-217
"242",-1.83e-216,-1.78e-216,-1.78e-216,-1.83e-216,-1.78e-216,-1.78e-216,-1.83e-216,-1.83e-216,-1.78e-216,-1.83e-216,-1.83e-216,-1.78e-216
"243",-4.96e-216,-4.85e-216,-4.84e-216,-4.96e-216,-4.85e-216,-4.84e-216,-4.96e-216,-4.96e-216,-4.84e-216,-4.96e-216,-4.96e-216,-4.85e-216
"244",-1.35e-215,-1.31e-215,-1.31e-215,-1.35e-215,-1.31e-215,-1.31e-215,-1.35e-215,-1.35e-215,-1.31e-215,-1.35e-215,-1.35e-215,-1.31e-215
"245",-3.66e-215,-3.57e-215,-3.58e-215,-3.68e-215,-3.57e-215,-3.58e-215,-3.68e-215,-3.66e-215,-3.58e-215,-3.68e-215,-3.66e-215,-3.57e-215
"246",-9.97e-215,-9.71e-215,-9.72e-215,-1e-214,-9.71e-215,-9.72e-215,-1e-214,-9.97e-215,-9.72e-215,-1e-214,-9.97e-215,-9.71e-215
"247",-2.72e-214,-2.63e-214,-2.63e-214,-2.72e-214,-2.63e-214,-2.63e-214,-2.72e-214,-2.72e-214,-2.63e-214,-2.72e-214,-2.72e-214,-2.63e-214
"248",-7.38e-214,-7.17e-214,-8.38e-214,-7.39e-214,-7.17e-214,-8.38e-214,-7.39e-214,-7.38e-214,-8.38e-214,-7.39e-214,-7.38e-214,-7.17e-214
"249",-2e-213,-1.96e-213,-2.08e-213,-2.01e-213,-1.96e-213,-2.08e-213,-2.01e-213,-2e-213,-2.08e-213,-2.01e-213,-2e-213,-1.96e-213
"250",-5.44e-213,-5.33e-213,-5.43e-213,-5.44e-213,-5.33e-213,-5.43e-213,-5.44e-213,-5.44e-213,-5.43e-213,-5.44e-213,-5.44e-213,-5.33e-213
"251",-1.49e-212,-1.45e-212,-1.46e-212,-1.49e-212,-1.45e-212,-1.46e-212,-1.49e-212,-1.49e-212,-1.46e-212,-1.49e-212,-1.49e-212,-1.45e-212
"252",-4.04e-212,-3.93e-212,-3.95e-212,-4.02e-212,-3.93e-212,-3.95e-212,-4.02e-212,-4.04e-212,-3.95e-212,-4.02e-212,-4.04e-212,-3.93e-212
"253",-1.1e-211,-1.07e-211,-1.07e-211,-1.09e-211,-1.07e-211,-1.07e-211,-1.09e-211,-1.1e-211,-1.07e-211,-1.09e-211,-1.1e-211,-1.07e-211
"254",-2.98e-211,-2.89e-211,-2.93e-211,-2.97e-211,-2.89e-211,-2.93e-211,-2.97e-211,-2.98e-211,-2.93e-211,-2.97e-211,-2.98e-211,-2.89e-211
"255",-8.08e-211,-7.87e-211,-7.86e-211,-8.08e-211,-7.87e-211,-7.86e-211,-8.08e-211,-8.08e-211,-7.86e-211,-8.08e-211,-8.08e-211,-7.87e-211
"256",-2.2e-210,-2.14e-210,-2.14e-210,-2.2e-210,-2.14e-210,-2.14e-210,-2.2e-210,-2.2e-210,-2.14e-210,-2.2e-210,-2.2e-210,-2.14e-210
"257",-5.99e-210,-5.81e-210,-5.82e-210,-5.99e-210,-5.81e-210,-5.82e-210,-5.99e-210,-5.99e-210,-5.82e-210,-5.99e-210,-5.99e-210,-5.81e-210
"258",-1.62e-209,-1.58e-209,-1.58e-209,-1.63e-209,-1.58e-209,-1.58e-209,-1.63e-209,-1.62e-209,-1.58e-209,-1.63e-209,-1.62e-209,-1.58e-209
"259",-4.37e-209,-4.26e-209,-4.25e-209,-4.4e-209,-4.26e-209,-4.25e-209,-4.4e-209,-4.37e-209,-4.25e-209,-4.4e-209,-4.37e-209,-4.26e-209
"260",-1.2e-208,-1.16e-208,-1.16e-208,-1.2e-208,-1.16e-208,-1.16e-208,-1.2e-208,-1.2e-208,-1.16e-208,-1.2e-208,-1.2e-208,-1.16e-208
"261",-3.25e-208,-3.17e-208,-3.17e-208,-3.26e-208,-3.17e-208,-3.17e-208,-3.26e-208,-3.25e-208,-3.17e-208,-3.26e-208,-3.25e-208,-3.17e-208
"262",-8.93e-208,-8.69e-208,-8.67e-208,-8.93e-208,-8.69e-208,-8.67e-208,-8.93e-208,-8.93e-208,-8.67e-208,-8.93e-208,-8.93e-208,-8.69e-208
"263",-2.42e-207,-2.36e-207,-2.36e-207,-2.42e-207,-2.36e-207,-2.36e-207,-2.42e-207,-2.42e-207,-2.36e-207,-2.42e-207,-2.42e-207,-2.36e-207
"264",-6.56e-207,-6.4e-207,-6.41e-207,-6.54e-207,-6.4e-207,-6.41e-207,-6.54e-207,-6.56e-207,-6.41e-207,-6.54e-207,-6.56e-207,-6.4e-207
"265",-1.79e-206,-1.75e-206,-1.73e-206,-1.79e-206,-1.75e-206,-1.73e-206,-1.79e-206,-1.79e-206,-1.73e-206,-1.79e-206,-1.79e-206,-1.75e-206
"266",-4.84e-206,-4.72e-206,-4.72e-206,-4.87e-206,-4.72e-206,-4.72e-206,-4.87e-206,-4.84e-206,-4.72e-206,-4.87e-206,-4.84e-206,-4.72e-206
"267",-1.32e-205,-1.29e-205,-1.28e-205,-1.33e-205,-1.29e-205,-1.28e-205,-1.33e-205,-1.32e-205,-1.28e-205,-1.33e-205,-1.32e-205,-1.29e-205
"268",-3.6e-205,-3.53e-205,-3.51e-205,-3.62e-205,-3.53e-205,-3.51e-205,-3.62e-205,-3.6e-205,-3.51e-205,-3.62e-205,-3.6e-205,-3.53e-205
"269",-9.77e-205,-9.51e-205,-9.49e-205,-9.78e-205,-9.51e-205,-9.49e-205,-9.78e-205,-9.77e-205,-9.49e-205,-9.78e-205,-9.77e-205,-9.51e-205
