"t","v1","v2","v3"
2014-06-11 20:02:00,846,34.84375,0
2014-06-11 20:02:01,932.75,34.0078125,20.0078125
2014-06-11 20:02:02,2075.75,37.7890625,27.46484375
2014-06-11 20:02:03,1993.5,42.4140625,26.28515625
2014-06-11 20:02:04,1987,45.2578125,25.5
2014-06-11 20:02:05,1174,46.6953125,0
2014-06-11 20:02:06,1434,45.75,16.8671875
2014-06-11 20:02:07,1862.5,46.1640625,20.79296875
2014-06-11 20:02:08,2080.25,50.3359375,27.85546875
2014-06-11 20:02:09,1245,51.421875,17.65234375
2014-06-11 20:02:10,1999,52.53125,27.46484375
2014-06-11 20:02:11,2278.5,55.21875,37.6640625
2014-06-11 20:02:12,1194.25,57.2109375,0
2014-06-11 20:02:13,1069.25,52.8203125,0
2014-06-11 20:02:14,989.25,48.8359375,0
2014-06-11 20:02:15,989,45.1796875,0
2014-06-11 20:02:16,1020.5,38.4609375,0
2014-06-11 20:02:17,981.5,35.7578125,0
2014-06-11 20:02:18,1550.75,35.15625,15.296875
2014-06-11 20:02:19,2052.75,36.9921875,27.85546875
2014-06-11 20:02:20,2282.25,42.0625,38.44921875
2014-06-11 20:02:21,2342.25,46.84375,52.57421875
2014-06-11 20:02:22,3119,49.5078125,59.63671875
2014-06-11 20:02:23,3520,57.6015625,55.71484375
2014-06-11 20:02:24,3600,62.53125,0
2014-06-11 20:02:25,2277.5,63.2578125,0
2014-06-11 20:02:26,2343.75,62.5703125,0
2014-06-11 20:02:27,1638.5,61.265625,0
2014-06-11 20:02:28,1034.75,59.515625,0
2014-06-11 20:02:29,1127.5,55.765625,0
2014-06-11 20:02:30,1087,53.890625,0.78125
2014-06-11 20:02:31,1151.75,52.4609375,14.125
2014-06-11 20:02:32,1135.25,51.890625,0
